vehiclecount,updatetime,id,totalspaces,garagecode,streamdate,streamtime,day
543,54:08.4,54514,1240,SCANDCENTER,11/3/2014 0:00,4:23:01,PM
689,54:08.4,54515,953,BRUUNS,11/3/2014 0:00,4:23:01,PM
274,54:08.4,54516,130,BUSGADEHUSET,11/3/2014 0:00,4:23:01,PM
172,54:08.4,54517,400,MAGASIN,11/3/2014 0:00,4:23:01,PM
22,54:08.4,54518,210,KALKVAERKSVEJ,11/3/2014 0:00,4:23:01,PM
245,54:08.4,54519,700,SALLING,11/3/2014 0:00,4:23:01,PM
24,24:08.4,54520,65,NORREPORT,11/3/2014 0:00,4:23:01,PM
512,24:08.4,54521,512,SKOLEBAKKEN,11/3/2014 0:00,4:23:01,PM
458,24:08.4,54522,1240,SCANDCENTER,11/3/2014 0:00,4:23:01,PM
689,24:08.4,54523,953,BRUUNS,11/3/2014 0:00,4:23:01,PM
281,24:08.4,54524,130,BUSGADEHUSET,11/3/2014 0:00,4:23:01,PM
147,24:08.4,54525,400,MAGASIN,11/3/2014 0:00,4:23:01,PM
26,24:08.4,54526,210,KALKVAERKSVEJ,11/3/2014 0:00,4:23:01,PM
231,24:08.4,54527,700,SALLING,11/3/2014 0:00,4:23:01,PM
21,54:08.4,54528,65,NORREPORT,11/3/2014 0:00,4:23:01,PM
512,54:08.4,54529,512,SKOLEBAKKEN,11/3/2014 0:00,4:23:01,PM
312,54:08.4,54530,1240,SCANDCENTER,11/3/2014 0:00,4:23:01,PM
689,54:08.4,54531,953,BRUUNS,11/3/2014 0:00,4:23:01,PM
287,54:08.4,54532,130,BUSGADEHUSET,11/3/2014 0:00,4:23:01,PM
131,54:08.4,54533,400,MAGASIN,11/3/2014 0:00,4:23:01,PM
21,54:08.4,54534,210,KALKVAERKSVEJ,11/3/2014 0:00,4:23:01,PM
203,54:08.4,54535,700,SALLING,11/3/2014 0:00,4:23:01,PM
15,24:08.4,54536,65,NORREPORT,11/3/2014 0:00,4:23:01,PM
512,24:08.4,54537,512,SKOLEBAKKEN,11/3/2014 0:00,4:23:01,PM
283,24:08.4,54538,1240,SCANDCENTER,11/3/2014 0:00,4:23:01,PM
689,24:08.4,54539,953,BRUUNS,11/3/2014 0:00,4:23:01,PM
273,24:08.4,54540,130,BUSGADEHUSET,11/3/2014 0:00,4:23:01,PM
119,24:08.4,54541,400,MAGASIN,11/3/2014 0:00,4:23:01,PM
20,24:08.4,54542,210,KALKVAERKSVEJ,11/3/2014 0:00,4:23:01,PM
158,24:08.4,54543,700,SALLING,11/3/2014 0:00,4:23:01,PM
21,54:08.4,54544,65,NORREPORT,11/3/2014 0:00,4:23:01,PM
512,54:08.4,54545,512,SKOLEBAKKEN,11/3/2014 0:00,4:23:01,PM
263,54:08.4,54546,1240,SCANDCENTER,11/3/2014 0:00,4:23:01,PM
689,54:08.4,54547,953,BRUUNS,11/3/2014 0:00,4:23:01,PM
270,54:08.4,54548,130,BUSGADEHUSET,11/3/2014 0:00,4:23:01,PM
104,54:08.4,54549,400,MAGASIN,11/3/2014 0:00,4:23:01,PM
15,54:08.4,54550,210,KALKVAERKSVEJ,11/3/2014 0:00,4:23:01,PM
133,54:08.4,54551,700,SALLING,11/3/2014 0:00,4:23:01,PM
20,24:08.4,54552,65,NORREPORT,11/3/2014 0:00,4:23:01,PM
512,24:08.4,54553,512,SKOLEBAKKEN,11/3/2014 0:00,4:23:01,PM
242,24:08.4,54554,1240,SCANDCENTER,11/3/2014 0:00,4:23:01,PM
689,24:08.4,54555,953,BRUUNS,11/3/2014 0:00,4:23:01,PM
267,24:08.4,54556,130,BUSGADEHUSET,11/3/2014 0:00,4:23:01,PM
91,24:08.4,54557,400,MAGASIN,11/3/2014 0:00,4:23:01,PM
11,24:08.4,54558,210,KALKVAERKSVEJ,11/3/2014 0:00,4:23:01,PM
109,24:08.4,54559,700,SALLING,11/3/2014 0:00,4:23:01,PM
15,54:08.4,54560,65,NORREPORT,11/3/2014 0:00,4:23:01,PM
512,54:08.4,54561,512,SKOLEBAKKEN,11/3/2014 0:00,4:23:01,PM
218,54:08.4,54562,1240,SCANDCENTER,11/3/2014 0:00,4:23:01,PM
689,54:08.4,54563,953,BRUUNS,11/3/2014 0:00,4:23:01,PM
259,54:08.4,54564,130,BUSGADEHUSET,11/3/2014 0:00,4:23:01,PM
76,54:08.4,54565,400,MAGASIN,11/3/2014 0:00,4:23:01,PM
11,54:08.4,54566,210,KALKVAERKSVEJ,11/3/2014 0:00,4:23:01,PM
73,54:08.4,54567,700,SALLING,11/3/2014 0:00,4:23:01,PM
17,24:08.4,54568,65,NORREPORT,11/3/2014 0:00,4:23:01,PM
512,24:08.4,54569,512,SKOLEBAKKEN,11/3/2014 0:00,4:23:01,PM
196,24:08.4,54570,1240,SCANDCENTER,11/3/2014 0:00,4:23:01,PM
689,24:08.4,54571,953,BRUUNS,11/3/2014 0:00,4:23:01,PM
258,24:08.4,54572,130,BUSGADEHUSET,11/3/2014 0:00,4:23:01,PM
70,24:08.4,54573,400,MAGASIN,11/3/2014 0:00,4:23:01,PM
7,24:08.4,54574,210,KALKVAERKSVEJ,11/3/2014 0:00,4:23:01,PM
50,24:08.4,54575,700,SALLING,11/3/2014 0:00,4:23:01,PM
18,54:08.4,54576,65,NORREPORT,11/3/2014 0:00,4:23:01,PM
512,54:08.4,54577,512,SKOLEBAKKEN,11/3/2014 0:00,4:23:01,PM
187,54:08.4,54578,1240,SCANDCENTER,11/3/2014 0:00,4:23:01,PM
689,54:08.4,54579,953,BRUUNS,11/3/2014 0:00,4:23:01,PM
251,54:08.4,54580,130,BUSGADEHUSET,11/3/2014 0:00,4:23:01,PM
67,54:08.4,54581,400,MAGASIN,11/3/2014 0:00,4:23:01,PM
7,54:08.4,54582,210,KALKVAERKSVEJ,11/3/2014 0:00,4:23:01,PM
52,54:08.4,54583,700,SALLING,11/3/2014 0:00,4:23:01,PM
22,24:08.4,54584,65,NORREPORT,11/3/2014 0:00,4:23:01,PM
512,24:08.4,54585,512,SKOLEBAKKEN,11/3/2014 0:00,4:23:01,PM
180,24:08.4,54586,1240,SCANDCENTER,11/3/2014 0:00,4:23:01,PM
689,24:08.4,54587,953,BRUUNS,11/3/2014 0:00,4:23:01,PM
241,24:08.4,54588,130,BUSGADEHUSET,11/3/2014 0:00,4:23:01,PM
63,24:08.4,54589,400,MAGASIN,11/3/2014 0:00,4:23:01,PM
6,24:08.4,54590,210,KALKVAERKSVEJ,11/3/2014 0:00,4:23:01,PM
37,24:08.4,54591,700,SALLING,11/3/2014 0:00,4:23:01,PM
22,54:08.4,54592,65,NORREPORT,11/3/2014 0:00,4:23:01,PM
512,54:08.4,54593,512,SKOLEBAKKEN,11/3/2014 0:00,4:23:01,PM
171,54:08.4,54594,1240,SCANDCENTER,11/3/2014 0:00,4:23:01,PM
689,54:08.4,54595,953,BRUUNS,11/3/2014 0:00,4:23:01,PM
237,54:08.4,54596,130,BUSGADEHUSET,11/3/2014 0:00,4:23:01,PM
63,54:08.4,54597,400,MAGASIN,11/3/2014 0:00,4:23:01,PM
6,54:08.4,54598,210,KALKVAERKSVEJ,11/3/2014 0:00,4:23:01,PM
34,54:08.4,54599,700,SALLING,11/3/2014 0:00,4:23:01,PM
21,24:08.4,54600,65,NORREPORT,11/3/2014 0:00,4:23:01,PM
512,24:08.4,54601,512,SKOLEBAKKEN,11/3/2014 0:00,4:23:01,PM
170,24:08.4,54602,1240,SCANDCENTER,11/3/2014 0:00,4:23:01,PM
689,24:08.4,54603,953,BRUUNS,11/3/2014 0:00,4:23:01,PM
231,24:08.4,54604,130,BUSGADEHUSET,11/3/2014 0:00,4:23:01,PM
57,24:08.4,54605,400,MAGASIN,11/3/2014 0:00,4:23:01,PM
4,24:08.4,54606,210,KALKVAERKSVEJ,11/3/2014 0:00,4:23:01,PM
31,24:08.4,54607,700,SALLING,11/3/2014 0:00,4:23:01,PM
25,54:08.4,54608,65,NORREPORT,11/3/2014 0:00,4:23:01,PM
512,54:08.4,54609,512,SKOLEBAKKEN,11/3/2014 0:00,4:23:01,PM
177,54:08.4,54610,1240,SCANDCENTER,11/3/2014 0:00,4:23:01,PM
689,54:08.4,54611,953,BRUUNS,11/3/2014 0:00,4:23:01,PM
230,54:08.4,54612,130,BUSGADEHUSET,11/3/2014 0:00,4:23:01,PM
47,54:08.4,54613,400,MAGASIN,11/3/2014 0:00,4:23:01,PM
4,54:08.4,54614,210,KALKVAERKSVEJ,11/3/2014 0:00,4:23:01,PM
28,54:08.4,54615,700,SALLING,11/3/2014 0:00,4:23:01,PM
25,24:08.4,54616,65,NORREPORT,11/3/2014 0:00,4:23:01,PM
512,24:08.4,54617,512,SKOLEBAKKEN,11/3/2014 0:00,4:23:01,PM
183,24:08.4,54618,1240,SCANDCENTER,11/3/2014 0:00,4:23:01,PM
689,24:08.4,54619,953,BRUUNS,11/3/2014 0:00,4:23:01,PM
223,24:08.4,54620,130,BUSGADEHUSET,11/3/2014 0:00,4:23:01,PM
44,24:08.4,54621,400,MAGASIN,11/3/2014 0:00,4:23:01,PM
4,24:08.4,54622,210,KALKVAERKSVEJ,11/3/2014 0:00,4:23:01,PM
26,24:08.4,54623,700,SALLING,11/3/2014 0:00,4:23:01,PM
28,54:08.4,54624,65,NORREPORT,11/3/2014 0:00,4:23:01,PM
512,54:08.4,54625,512,SKOLEBAKKEN,11/3/2014 0:00,4:23:01,PM
179,54:08.4,54626,1240,SCANDCENTER,11/3/2014 0:00,4:23:01,PM
689,54:08.4,54627,953,BRUUNS,11/3/2014 0:00,4:23:01,PM
221,54:08.4,54628,130,BUSGADEHUSET,11/3/2014 0:00,4:23:01,PM
38,54:08.4,54629,400,MAGASIN,11/3/2014 0:00,4:23:01,PM
4,54:08.4,54630,210,KALKVAERKSVEJ,11/3/2014 0:00,4:23:01,PM
26,54:08.4,54631,700,SALLING,11/3/2014 0:00,4:23:01,PM
30,24:08.4,54632,65,NORREPORT,11/3/2014 0:00,4:23:01,PM
512,24:08.4,54633,512,SKOLEBAKKEN,11/3/2014 0:00,4:23:01,PM
177,24:08.4,54634,1240,SCANDCENTER,11/3/2014 0:00,4:23:01,PM
689,24:08.4,54635,953,BRUUNS,11/3/2014 0:00,4:23:01,PM
218,24:08.4,54636,130,BUSGADEHUSET,11/3/2014 0:00,4:23:01,PM
36,24:08.4,54637,400,MAGASIN,11/3/2014 0:00,4:23:01,PM
3,24:08.4,54638,210,KALKVAERKSVEJ,11/3/2014 0:00,4:23:01,PM
24,24:08.4,54639,700,SALLING,11/3/2014 0:00,4:23:01,PM
37,54:08.4,54640,65,NORREPORT,11/3/2014 0:00,4:23:01,PM
512,54:08.4,54641,512,SKOLEBAKKEN,11/3/2014 0:00,4:23:01,PM
176,54:08.4,54642,1240,SCANDCENTER,11/3/2014 0:00,4:23:01,PM
689,54:08.4,54643,953,BRUUNS,11/3/2014 0:00,4:23:01,PM
217,54:08.4,54644,130,BUSGADEHUSET,11/3/2014 0:00,4:23:01,PM
36,54:08.4,54645,400,MAGASIN,11/3/2014 0:00,4:23:01,PM
3,54:08.4,54646,210,KALKVAERKSVEJ,11/3/2014 0:00,4:23:01,PM
24,54:08.4,54647,700,SALLING,11/3/2014 0:00,4:23:01,PM
37,24:08.4,54648,65,NORREPORT,11/3/2014 0:00,4:23:01,PM
512,24:08.4,54649,512,SKOLEBAKKEN,11/3/2014 0:00,4:23:01,PM
172,24:08.4,54650,1240,SCANDCENTER,11/3/2014 0:00,4:23:01,PM
689,24:08.4,54651,953,BRUUNS,11/3/2014 0:00,4:23:01,PM
218,24:08.4,54652,130,BUSGADEHUSET,11/3/2014 0:00,4:23:01,PM
35,24:08.4,54653,400,MAGASIN,11/3/2014 0:00,4:23:01,PM
3,24:08.4,54654,210,KALKVAERKSVEJ,11/3/2014 0:00,4:23:01,PM
24,24:08.4,54655,700,SALLING,11/3/2014 0:00,4:23:01,PM
39,54:08.4,54656,65,NORREPORT,11/3/2014 0:00,4:23:01,PM
512,54:08.4,54657,512,SKOLEBAKKEN,11/3/2014 0:00,4:23:01,PM
169,54:08.4,54658,1240,SCANDCENTER,11/3/2014 0:00,4:23:01,PM
689,54:08.4,54659,953,BRUUNS,11/3/2014 0:00,4:23:01,PM
214,54:08.4,54660,130,BUSGADEHUSET,11/3/2014 0:00,4:23:01,PM
35,54:08.4,54661,400,MAGASIN,11/3/2014 0:00,4:23:01,PM
3,54:08.4,54662,210,KALKVAERKSVEJ,11/3/2014 0:00,4:23:01,PM
24,54:08.4,54663,700,SALLING,11/3/2014 0:00,4:23:01,PM
41,24:08.4,54664,65,NORREPORT,11/3/2014 0:00,4:23:01,PM
512,24:08.4,54665,512,SKOLEBAKKEN,11/3/2014 0:00,4:23:01,PM
163,24:08.4,54666,1240,SCANDCENTER,11/3/2014 0:00,4:23:01,PM
689,24:08.4,54667,953,BRUUNS,11/3/2014 0:00,4:23:01,PM
214,24:08.4,54668,130,BUSGADEHUSET,11/3/2014 0:00,4:23:01,PM
35,24:08.4,54669,400,MAGASIN,11/3/2014 0:00,4:23:01,PM
3,24:08.4,54670,210,KALKVAERKSVEJ,11/3/2014 0:00,4:23:01,PM
24,24:08.4,54671,700,SALLING,11/3/2014 0:00,4:23:01,PM
42,54:08.4,54672,65,NORREPORT,11/3/2014 0:00,4:23:01,PM
512,54:08.4,54673,512,SKOLEBAKKEN,11/3/2014 0:00,4:23:01,PM
164,54:08.4,54674,1240,SCANDCENTER,11/3/2014 0:00,4:23:01,PM
689,54:08.4,54675,953,BRUUNS,11/3/2014 0:00,4:23:01,PM
215,54:08.4,54676,130,BUSGADEHUSET,11/3/2014 0:00,4:23:01,PM
35,54:08.4,54677,400,MAGASIN,11/3/2014 0:00,4:23:01,PM
3,54:08.4,54678,210,KALKVAERKSVEJ,11/3/2014 0:00,4:23:01,PM
24,54:08.4,54679,700,SALLING,11/3/2014 0:00,4:23:01,PM
42,24:08.4,54680,65,NORREPORT,11/3/2014 0:00,4:23:01,PM
512,24:08.4,54681,512,SKOLEBAKKEN,11/3/2014 0:00,4:23:01,PM
167,24:08.4,54682,1240,SCANDCENTER,11/3/2014 0:00,4:23:01,PM
689,24:08.4,54683,953,BRUUNS,11/3/2014 0:00,4:23:01,PM
214,24:08.4,54684,130,BUSGADEHUSET,11/3/2014 0:00,4:23:01,PM
35,24:08.4,54685,400,MAGASIN,11/3/2014 0:00,4:23:01,PM
3,24:08.4,54686,210,KALKVAERKSVEJ,11/3/2014 0:00,4:23:01,PM
24,24:08.4,54687,700,SALLING,11/3/2014 0:00,4:23:01,PM
42,54:08.4,54688,65,NORREPORT,11/3/2014 0:00,4:23:01,PM
512,54:08.4,54689,512,SKOLEBAKKEN,11/3/2014 0:00,4:23:01,PM
168,54:08.4,54690,1240,SCANDCENTER,11/3/2014 0:00,4:23:01,PM
689,54:08.4,54691,953,BRUUNS,11/3/2014 0:00,4:23:01,PM
211,54:08.4,54692,130,BUSGADEHUSET,11/3/2014 0:00,4:23:01,PM
35,54:08.4,54693,400,MAGASIN,11/3/2014 0:00,4:23:01,PM
3,54:08.4,54694,210,KALKVAERKSVEJ,11/3/2014 0:00,4:23:01,PM
24,54:08.4,54695,700,SALLING,11/3/2014 0:00,4:23:01,PM
42,24:08.4,54696,65,NORREPORT,11/3/2014 0:00,4:23:01,PM
512,24:08.4,54697,512,SKOLEBAKKEN,11/3/2014 0:00,4:23:01,PM
169,24:08.4,54698,1240,SCANDCENTER,11/3/2014 0:00,4:23:01,PM
689,24:08.4,54699,953,BRUUNS,11/3/2014 0:00,4:23:01,PM
212,24:08.4,54700,130,BUSGADEHUSET,11/3/2014 0:00,4:23:01,PM
35,24:08.4,54701,400,MAGASIN,11/3/2014 0:00,4:23:01,PM
3,24:08.4,54702,210,KALKVAERKSVEJ,11/3/2014 0:00,4:23:01,PM
24,24:08.4,54703,700,SALLING,11/3/2014 0:00,4:23:01,PM
42,54:08.4,54704,65,NORREPORT,11/3/2014 0:00,4:23:01,PM
512,54:08.4,54705,512,SKOLEBAKKEN,11/3/2014 0:00,4:23:01,PM
169,54:08.4,54706,1240,SCANDCENTER,11/3/2014 0:00,4:23:01,PM
689,54:08.4,54707,953,BRUUNS,11/3/2014 0:00,4:23:01,PM
212,54:08.4,54708,130,BUSGADEHUSET,11/3/2014 0:00,4:23:01,PM
35,54:08.4,54709,400,MAGASIN,11/3/2014 0:00,4:23:01,PM
3,54:08.4,54710,210,KALKVAERKSVEJ,11/3/2014 0:00,4:23:01,PM
24,54:08.4,54711,700,SALLING,11/3/2014 0:00,4:23:01,PM
42,24:08.4,54712,65,NORREPORT,11/3/2014 0:00,4:23:01,PM
512,24:08.4,54713,512,SKOLEBAKKEN,11/3/2014 0:00,4:23:01,PM
169,24:08.4,54714,1240,SCANDCENTER,11/3/2014 0:00,4:23:01,PM
689,24:08.4,54715,953,BRUUNS,11/3/2014 0:00,4:23:01,PM
211,24:08.4,54716,130,BUSGADEHUSET,11/3/2014 0:00,4:23:01,PM
35,24:08.4,54717,400,MAGASIN,11/3/2014 0:00,4:23:01,PM
3,24:08.4,54718,210,KALKVAERKSVEJ,11/3/2014 0:00,4:23:01,PM
24,24:08.4,54719,700,SALLING,11/3/2014 0:00,4:23:01,PM
42,54:08.4,54720,65,NORREPORT,11/3/2014 0:00,4:23:01,PM
512,54:08.4,54721,512,SKOLEBAKKEN,11/3/2014 0:00,4:23:01,PM
169,54:08.4,54722,1240,SCANDCENTER,11/3/2014 0:00,4:23:01,PM
689,54:08.4,54723,953,BRUUNS,11/3/2014 0:00,4:23:01,PM
212,54:08.4,54724,130,BUSGADEHUSET,11/3/2014 0:00,4:23:01,PM
35,54:08.4,54725,400,MAGASIN,11/3/2014 0:00,4:23:01,PM
3,54:08.4,54726,210,KALKVAERKSVEJ,11/3/2014 0:00,4:23:01,PM
25,54:08.4,54727,700,SALLING,11/3/2014 0:00,4:23:01,PM
42,24:08.4,54728,65,NORREPORT,11/3/2014 0:00,4:23:01,PM
512,24:08.4,54729,512,SKOLEBAKKEN,11/3/2014 0:00,4:23:01,PM
169,24:08.4,54730,1240,SCANDCENTER,11/3/2014 0:00,4:23:01,PM
689,24:08.4,54731,953,BRUUNS,11/3/2014 0:00,4:23:01,PM
212,24:08.4,54732,130,BUSGADEHUSET,11/3/2014 0:00,4:23:01,PM
35,24:08.4,54733,400,MAGASIN,11/3/2014 0:00,4:23:01,PM
3,24:08.4,54734,210,KALKVAERKSVEJ,11/3/2014 0:00,4:23:01,PM
26,24:08.4,54735,700,SALLING,11/3/2014 0:00,4:23:01,PM
42,54:08.4,54736,65,NORREPORT,11/3/2014 0:00,4:23:01,PM
512,54:08.4,54737,512,SKOLEBAKKEN,11/3/2014 0:00,4:23:01,PM
169,54:08.4,54738,1240,SCANDCENTER,11/3/2014 0:00,4:23:01,PM
689,54:08.4,54739,953,BRUUNS,11/3/2014 0:00,4:23:01,PM
213,54:08.4,54740,130,BUSGADEHUSET,11/3/2014 0:00,4:23:01,PM
35,54:08.4,54741,400,MAGASIN,11/3/2014 0:00,4:23:01,PM
3,54:08.4,54742,210,KALKVAERKSVEJ,11/3/2014 0:00,4:23:01,PM
26,54:08.4,54743,700,SALLING,11/3/2014 0:00,4:23:01,PM
42,24:08.4,54744,65,NORREPORT,11/3/2014 0:00,4:23:01,PM
512,24:08.4,54745,512,SKOLEBAKKEN,11/3/2014 0:00,4:23:01,PM
169,24:08.4,54746,1240,SCANDCENTER,11/3/2014 0:00,4:23:01,PM
689,24:08.4,54747,953,BRUUNS,11/3/2014 0:00,4:23:01,PM
213,24:08.4,54748,130,BUSGADEHUSET,11/3/2014 0:00,4:23:01,PM
35,24:08.4,54749,400,MAGASIN,11/3/2014 0:00,4:23:01,PM
3,24:08.4,54750,210,KALKVAERKSVEJ,11/3/2014 0:00,4:23:01,PM
26,24:08.4,54751,700,SALLING,11/3/2014 0:00,4:23:01,PM
42,54:08.4,54752,65,NORREPORT,11/3/2014 0:00,4:23:01,PM
512,54:08.4,54753,512,SKOLEBAKKEN,11/3/2014 0:00,4:23:01,PM
169,54:08.4,54754,1240,SCANDCENTER,11/3/2014 0:00,4:23:01,PM
689,54:08.4,54755,953,BRUUNS,11/3/2014 0:00,4:23:01,PM
214,54:08.4,54756,130,BUSGADEHUSET,11/3/2014 0:00,4:23:01,PM
35,54:08.4,54757,400,MAGASIN,11/3/2014 0:00,4:23:01,PM
3,54:08.4,54758,210,KALKVAERKSVEJ,11/3/2014 0:00,4:23:01,PM
26,54:08.4,54759,700,SALLING,11/3/2014 0:00,4:23:01,PM
42,24:08.4,54760,65,NORREPORT,11/3/2014 0:00,4:23:01,PM
512,24:08.4,54761,512,SKOLEBAKKEN,11/3/2014 0:00,4:23:01,PM
168,24:08.4,54762,1240,SCANDCENTER,11/3/2014 0:00,4:23:01,PM
689,24:08.4,54763,953,BRUUNS,11/3/2014 0:00,4:23:01,PM
214,24:08.4,54764,130,BUSGADEHUSET,11/3/2014 0:00,4:23:01,PM
35,24:08.4,54765,400,MAGASIN,11/3/2014 0:00,4:23:01,PM
3,24:08.4,54766,210,KALKVAERKSVEJ,11/3/2014 0:00,4:23:01,PM
27,24:08.4,54767,700,SALLING,11/3/2014 0:00,4:23:01,PM
42,54:08.4,54768,65,NORREPORT,11/3/2014 0:00,4:23:01,PM
512,54:08.4,54769,512,SKOLEBAKKEN,11/3/2014 0:00,4:23:01,PM
174,54:08.4,54770,1240,SCANDCENTER,11/3/2014 0:00,4:23:01,PM
689,54:08.4,54771,953,BRUUNS,11/3/2014 0:00,4:23:01,PM
213,54:08.4,54772,130,BUSGADEHUSET,11/3/2014 0:00,4:23:01,PM
36,54:08.4,54773,400,MAGASIN,11/3/2014 0:00,4:23:01,PM
3,54:08.4,54774,210,KALKVAERKSVEJ,11/3/2014 0:00,4:23:01,PM
26,54:08.4,54775,700,SALLING,11/3/2014 0:00,4:23:01,PM
42,24:08.4,54776,65,NORREPORT,11/3/2014 0:00,4:23:01,PM
512,24:08.4,54777,512,SKOLEBAKKEN,11/3/2014 0:00,4:23:01,PM
187,24:08.4,54778,1240,SCANDCENTER,11/3/2014 0:00,4:23:01,PM
689,24:08.4,54779,953,BRUUNS,11/3/2014 0:00,4:23:01,PM
210,24:08.4,54780,130,BUSGADEHUSET,11/3/2014 0:00,4:23:01,PM
37,24:08.4,54781,400,MAGASIN,11/3/2014 0:00,4:23:01,PM
4,24:08.4,54782,210,KALKVAERKSVEJ,11/3/2014 0:00,4:23:01,PM
27,24:08.4,54783,700,SALLING,11/3/2014 0:00,4:23:01,PM
40,54:08.4,54784,65,NORREPORT,11/3/2014 0:00,4:23:01,PM
512,54:08.4,54785,512,SKOLEBAKKEN,11/3/2014 0:00,4:23:01,PM
181,54:08.4,54786,1240,SCANDCENTER,11/3/2014 0:00,4:23:01,PM
689,54:08.4,54787,953,BRUUNS,11/3/2014 0:00,4:23:01,PM
211,54:08.4,54788,130,BUSGADEHUSET,11/3/2014 0:00,4:23:01,PM
38,54:08.4,54789,400,MAGASIN,11/3/2014 0:00,4:23:01,PM
9,54:08.4,54790,210,KALKVAERKSVEJ,11/3/2014 0:00,4:23:01,PM
29,54:08.4,54791,700,SALLING,11/3/2014 0:00,4:23:01,PM
37,24:08.4,54792,65,NORREPORT,11/3/2014 0:00,4:23:01,PM
512,24:08.4,54793,512,SKOLEBAKKEN,11/3/2014 0:00,4:23:01,PM
222,24:08.4,54794,1240,SCANDCENTER,11/3/2014 0:00,4:23:01,PM
689,24:08.4,54795,953,BRUUNS,11/3/2014 0:00,4:23:01,PM
208,24:08.4,54796,130,BUSGADEHUSET,11/3/2014 0:00,4:23:01,PM
46,24:08.4,54797,400,MAGASIN,11/3/2014 0:00,4:23:01,PM
10,24:08.4,54798,210,KALKVAERKSVEJ,11/3/2014 0:00,4:23:01,PM
43,24:08.4,54799,700,SALLING,11/3/2014 0:00,4:23:01,PM
22,54:08.4,54800,65,NORREPORT,11/3/2014 0:00,4:23:01,PM
512,54:08.4,54801,512,SKOLEBAKKEN,11/3/2014 0:00,4:23:01,PM
316,54:08.4,54802,1240,SCANDCENTER,11/3/2014 0:00,4:23:01,PM
689,54:08.4,54803,953,BRUUNS,11/3/2014 0:00,4:23:01,PM
206,54:08.4,54804,130,BUSGADEHUSET,11/3/2014 0:00,4:23:01,PM
61,54:08.4,54805,400,MAGASIN,11/3/2014 0:00,4:23:01,PM
23,54:08.4,54806,210,KALKVAERKSVEJ,11/3/2014 0:00,4:23:01,PM
65,54:08.4,54807,700,SALLING,11/3/2014 0:00,4:23:01,PM
9,24:08.4,54808,65,NORREPORT,11/3/2014 0:00,4:23:01,PM
512,24:08.4,54809,512,SKOLEBAKKEN,11/3/2014 0:00,4:23:01,PM
501,24:08.4,54810,1240,SCANDCENTER,11/3/2014 0:00,4:23:01,PM
689,24:08.4,54811,953,BRUUNS,11/3/2014 0:00,4:23:01,PM
212,24:08.4,54812,130,BUSGADEHUSET,11/3/2014 0:00,4:23:01,PM
95,24:08.4,54813,400,MAGASIN,11/3/2014 0:00,4:23:01,PM
51,24:08.4,54814,210,KALKVAERKSVEJ,11/3/2014 0:00,4:23:01,PM
129,24:08.4,54815,700,SALLING,11/3/2014 0:00,4:23:01,PM
15,54:08.4,54816,65,NORREPORT,11/3/2014 0:00,4:23:01,PM
512,54:08.4,54817,512,SKOLEBAKKEN,11/3/2014 0:00,4:23:01,PM
733,54:08.4,54818,1240,SCANDCENTER,11/3/2014 0:00,4:23:01,PM
689,54:08.4,54819,953,BRUUNS,11/3/2014 0:00,4:23:01,PM
235,54:08.4,54820,130,BUSGADEHUSET,11/3/2014 0:00,4:23:01,PM
137,54:08.4,54821,400,MAGASIN,11/3/2014 0:00,4:23:01,PM
61,54:08.4,54822,210,KALKVAERKSVEJ,11/3/2014 0:00,4:23:01,PM
202,54:08.4,54823,700,SALLING,11/3/2014 0:00,4:23:01,PM
14,13:31.7,54824,65,NORREPORT,11/3/2014 0:00,4:23:01,PM
512,13:31.7,54825,512,SKOLEBAKKEN,11/3/2014 0:00,4:23:01,PM
806,13:31.7,54826,1240,SCANDCENTER,11/3/2014 0:00,4:23:01,PM
689,13:31.7,54827,953,BRUUNS,11/3/2014 0:00,4:23:01,PM
241,13:31.7,54828,130,BUSGADEHUSET,11/3/2014 0:00,4:23:01,PM
172,13:31.7,54829,400,MAGASIN,11/3/2014 0:00,4:23:01,PM
66,13:31.7,54830,210,KALKVAERKSVEJ,11/3/2014 0:00,4:23:01,PM
238,13:31.7,54831,700,SALLING,11/3/2014 0:00,4:23:01,PM
11,24:08.4,54832,65,NORREPORT,11/3/2014 0:00,4:23:01,PM
512,24:08.4,54833,512,SKOLEBAKKEN,11/3/2014 0:00,4:23:01,PM
838,24:08.4,54834,1240,SCANDCENTER,11/3/2014 0:00,4:23:01,PM
689,24:08.4,54835,953,BRUUNS,11/3/2014 0:00,4:23:01,PM
251,24:08.4,54836,130,BUSGADEHUSET,11/3/2014 0:00,4:23:01,PM
195,24:08.4,54837,400,MAGASIN,11/3/2014 0:00,4:23:01,PM
66,24:08.4,54838,210,KALKVAERKSVEJ,11/3/2014 0:00,4:23:01,PM
263,24:08.4,54839,700,SALLING,11/3/2014 0:00,4:23:01,PM
11,24:15.5,54840,65,NORREPORT,11/3/2014 0:00,4:23:01,PM
512,24:15.5,54841,512,SKOLEBAKKEN,11/3/2014 0:00,4:23:01,PM
838,24:15.5,54842,1240,SCANDCENTER,11/3/2014 0:00,4:23:01,PM
689,24:15.5,54843,953,BRUUNS,11/3/2014 0:00,4:23:01,PM
251,24:15.5,54844,130,BUSGADEHUSET,11/3/2014 0:00,4:23:01,PM
195,24:15.5,54845,400,MAGASIN,11/3/2014 0:00,4:23:01,PM
